id,htid,description,title_x,imprint,rights_date_used,pub_place,bib_fmt,content_provider_code,digitization_agent_code,author_x,pubDate,title_y,publication,physicalDescription,author_y,extraAuthor,editionStatement,bibliographyEtcNote,authorCorporate,locSubject
nyp.33433000340863,008590797,v. 2,"The history of philosophy, from the earliest times to the beginning of the present century : drawn up from Brucker's Historia critica philosophiae / by William Enfield, LL.D.","Printed for J. Johnson ..., 1791.",1791,enk,BK,nypl,google,"Enfield, William, 1741-1797",1791,"The history of philosophy, from the earliest times to the beginning of the present century :drawn up from Brucker's Historia critica philosophiae /by William Enfield, LL.D","London :Printed for J. Johnson ...,1791","2 v. (xvii, [1], 503, [61] p.; [4], 628 p., 1 folded leaf of plates) :ill. ;28 cm. (4to)","Enfield, William,1741-1797","Johnson, Joseph,1738-1809.pbl_Brucker, Johann Jakob,1696-1770",,,,Philosophy---History---Early works to 1800
chi.17753854,100859777,v.3,"The adventures of King Richard, CoeurÊ¹-de-LiÊ¹on. To which is added, The death of Lord Falkland : a poem / by J. White, Esq., author of Earl Strongbow, and John of Gaunt.","Printed for T.and J.Evans, Pasternoster-Row, 1791.",1791,enk,BK,uchicago,google,"White, James, d. 1799",1791,"The adventures of King Richard, CoeurÊ¹-de-LiÊ¹on.To which is added, The death of Lord Falkland : a poem /by J. White, Esq., author of Earl Strongbow, and John of Gaunt","London :Printed for T.and J.Evans, Pasternoster-Row,1791",3 v. ; 20 cm,"White, James,d. 1799",,,,,"Richard---I,---King of England,---1157-1199"
nyp.33433079416628,012312578,v. 1,Elements of chemistry. By M. I. A. Chaptal...Translated from the French. In three volumes.,"Printed for G. G. J. and J. Robinson, M.DCC.XCI-",1791,enk,BK,nypl,google,"Chaptal, Jean-Antoine-Claude, comte de Chanteloup, 1756-1832",1791,Elements of chemistry.By M. I. A. Chaptal...Translated from the French. In three volumes,"London,Printed for G. G. J. and J. Robinson,M.DCC.XCI",v.21 1/2 cm,"Chaptal, Jean-Antoine-Claude,comte de Chanteloup,1756-1832","Nicholson, William,1753-1815.trl",,,,Chemistry
mdp.39015082494090,000312590,,"Essay on the life and character of John lord Somers, baron of Evesham: also sketches of an essay on the life and character of Philip earl of Hardwick. Proposed to be inserted in a compendious history of Worcestershire. By Richard Cooksey.","Printed by J. Holl for the author, and sold by J. Bew [etc.] London, 1791.",1791,enk,BK,umich,google,"Cooksey, Richard",1791,"Essay on the life and character of John lord Somers, baron of Evesham:also sketches of an essay on the life and character of Philip earl of Hardwick. Proposed to be inserted in a compendious history of Worcestershire.By Richard Cooksey","Worcester,Printed by J. Holl for the author, and sold by J. Bew [etc.] London,1791","4 p. L., 167 p., 1 L.fold tab.28 x 22 cm","Cooksey, Richard",,,,,"Hardwicke, Philip Yorke,---Earl of,---1690-1764._Somers, John Somers,---Baron,---1651-1716"
nyp.33433034356919,012313406,,"Stenography, or, Short hand : with the principles on which it is founded according to grammar and true philosophy / by H. Taplin ...","Printed for the author & sold by R. Grant ..., May 1, 1791.",1791,enk,BK,nypl,google,"Tailor, R",1791,"Stenography, or, Short hand :with the principles on which it is founded according to grammar and true philosophy /by H. Taplin ","London :Printed for the author & sold by R. Grant ...,May 1, 1791","ix, [10]-47, [1] p., 16 p. of plates ;17 cm","Tailor, R",,,,,Shorthand---Early works to 1837
osu.32437121436113,102604425,,"Cases in law and equity : argued, debated, and adjudged in the King's Bench and Chancery in the twelfth and thirteenth years of Queen Anne, during the time of Lord Chief Justice Parker : with two treatises, the one on the action of debt, the other on the constitution of England / now first printed from the original manuscript of the late Lord Chief Baron Gilbert.","Printed for W. Owen, 1791.",1791,enk,BK,osu,google,Great Britain. Court of King's Bench,1791,"Cases in law and equity :argued, debated, and adjudged in the King's Bench and Chancery in the twelfth and thirteenth years of Queen Anne, during the time of Lord Chief Justice Parker : with two treatises, the one on the action of debt, the other on the constitution of England /now first printed from the original manuscript of the late Lord Chief Baron Gilbert","[London] :Printed for W. Owen,1791","xii, 468 p. ;22 cm",,"Gilbert, Geoffrey,1674-1726.On the constitution of England._Gilbert, Geoffrey,1674-1726.Treatise on the action of debt._Parker, Thomas,Lord._Gilbert, Geoffrey,1674-1726",,,Great Britain.Court of King's Bench.__Great Britain.Court of Chancery,"Constitutional history---Great Britain._Debtor and creditor---Great Britain._Law reports, digests, etc.---Great Britain"
nyp.33433000180186,012315125,v. 1,The botanic garden. ... : a poem. With Philosophical notes.,"Printed for J. Johnson, St. Paul's Church-yard, MDCCXCI. [1791]",1791,enk,BK,nypl,google,"Darwin, Erasmus, 1731-1802",1791,The botanic garden. ... :a poem. With Philosophical notes,"London, :Printed for J. Johnson, St. Paul's Church-yard,MDCCXCI. [1791]",2 v. :ill. (engravings) ;28 cm. (4to),"Darwin, Erasmus,1731-1802","Blake, William,1757-1827._Alken, Samuel,1750-1815._Smith, Anker,1759-1819._Holloway, Thomas,1748-1827._Nodder, Frederick Polydore,d. 1800?",,,,Portland vase._Natural history._Botany---Poetry
nyp.33433009304019,008592791,,"A view of the naval force of Great-Britain: in which its present State, Growth, and Conversion, of Timber; Constructions of Ships, Docks, and Harbours; Regulations of Officers and Men in each Department; are considered and compared with other European Powers. To which are added observations and hints for the improvement of the Naval service / by an Officer of Rank.","Printed for J. Sewell, Bookseller to the Society for Improvement of Naval Architecture, At the European Magazine Warehouse, No. 32, Cornhill, 1791.",1791,enk,BK,nypl,google,"Warren, John Borlase, Sir, 1753-1822",1791,"A view of the naval force of Great-Britain: in which its present State, Growth, and Conversion, of Timber; Constructions of Ships, Docks, and Harbours; Regulations of Officers and Men in each Department; are considered and compared with other European Powers. To which are added observations and hints for the improvement of the Naval service /by an Officer of Rank","London :Printed for J. Sewell, Bookseller to the Society for Improvement of Naval Architecture, At the European Magazine Warehouse, No. 32, Cornhill,1791","xvi, 203, 74 p. ;23 cm","Warren, John Borlase,Sir,1753-1822",,,,Society for the Improvement of Naval Architecture,Naval architecture---Bibliography---Catalogs._Naval architecture---Miscellanea._France.---Marine._Great Britain.---Royal Navy
njp.32101037604350,007653926,,"The letters of Simkin the second, poetic recorder of all the proceedings, upon the trial of Warren Hastings, Esq., in Westminster Hall.","Printed for J. Stockdale, 1791.",1791,enk,BK,princeton,google,"Broome, Ralph, d. 1805",1791,"The letters of Simkin the second,poetic recorder of all the proceedings,upon the trial of Warren Hastings, Esq., in Westminster Hall","London :Printed for J. Stockdale,1791",368 p.22 cm,"Broome, Ralph,d. 1805",,,,,"Hastings, Warren,---1732-1818"
uc1.31822009491770,010823056,,"Rights of Englishmen : an antidote to the poison now vending by the transatlantic republican Thomas Paine, secretary for foreign affairs to Congress, during the American war : in reply to his whimsical attacks against the constitution and government of Great Britain / by Isaac Hunt","Printed for J. Bew, 1791",1791,enk,BK,universityofcalifornia,google,"Hunt, Isaac, 1751-1809",1791,"Rights of Englishmen :an antidote to the poison now vending by the transatlantic republican Thomas Paine, secretary for foreign affairs to Congress, during the American war : in reply to his whimsical attacks against the constitution and government of Great Britain /by Isaac Hunt","London :Printed for J. Bew,1791",91 p. ;23 cm,"Hunt, Isaac,1751-1809",,,,,"Great Britain---Politics and government---1760-1820_Paine, Thomas,---1737-1809.---Rights of man"
mdp.39015086603597,000155914,v.1,"The history and antiquities of the county of Somerset, collected from authentick records, and an actual survey made by the late Mr. Edmund Rack ... Adorned with a map of the county, and engravings of Roman or other reliques, town-seals, baths, churches, and gentlemen's seats. By the Reverend John Collinson ...","Printed by R.Cruttwell, 1791.",1791,enk,BK,umich,google,"Collinson, John, 1756 or 1757-1793",1791,"The history and antiquities of the county of Somerset,collected from authentick records, and an actual survey made by the late Mr. Edmund Rack ... Adorned with a map of the county, and engravings of Roman or other reliques, town-seals, baths, churches, and gentlemen's seats.By the Reverend John Collinson ","Bath [Eng.]Printed by R.Cruttwell,1791","3 v. :ill., map), plans. ;31 cm. (fol)","Collinson, John,1756 or 1757-1793","Rack, Edmund,1735?-1787",,,,Somerset (England)---Antiquities._Somerset (England)---History._Subscribers' lists---Great Britain---18th century.---rbgenr
nyp.33433081565669,002864907,,"Gibbon's History of the decline and fall of the Roman empire, in vols. IV, V, and VI, quarto, reviewed. By the Rev. John Whitaker.","J. Murray, 1791.",1791,enk,BK,nypl,google,"Whitaker, John, 1735-1808",1791,"Gibbon's History of the decline and fall of the Roman empire, in vols. IV, V, and VI, quarto, reviewed.By the Rev. John Whitaker","London,J. Murray,1791",258 p.22 cm,"Whitaker, John,1735-1808",,,,,"Gibbon, Edward,---1737-1794.---History of the decline and fall of the Roman Empire"
nyp.33433082441118,008641800,,"An historical disquisition concerning the knowledge which the ancients had of India; and the progress of trade with that country prior to the discovery of the passage to it by the cape of Good Hope. With an appendix, containing observations on the civil policy, the laws and judicial proceedings, the arts, the sciences, and religious institutions, of the Indians. By William Robertson ...","A. Strahan, and T. Cadell; [etc., etc.] 1791.",1791,enk,BK,nypl,google,"Robertson, William, 1721-1793",1791,"An historical disquisition concerning the knowledge which the ancients had of India;and the progress of trade with that country prior to the discovery of the passage to it by the cape of Good Hope. With an appendix, containing observations on the civil policy, the laws and judicial proceedings, the arts, the sciences, and religious institutions, of the Indians.By William Robertson ","London,A. Strahan, and T. Cadell; [etc., etc.]1791","xii, 364, [12] p.2 fold. maps.26 x 21 cm","Robertson, William,1721-1793",,,,Pre-1801 Imprint Collection (Library of Congress),India---Historical geography._India---Commerce---History
nyp.33433020743724,007697362,,"A sketch of the revenue and finances of Ireland and of the appropriated funds, loans and debt of the nation from their commencement: with abstracts of the principal heads of receipt and expenditure for sixty years and the various supplies since the revolution ... By R.V. Clarendon.","Printed for W. Lowndes and J. Debrett; [etc., etc.], 1791.",1791,enk,BK,nypl,google,"Clarendon, R. V",1791,"A sketch of the revenue and finances of Ireland and of the appropriated funds, loans and debt of the nation from their commencement:with abstracts of the principal heads of receipt and expenditure for sixty years and the various supplies since the revolution ...By R.V. Clarendon","London :Printed for W. Lowndes and J. Debrett; [etc., etc.],1791","viii, 152, liv p.28 x 23 cm","Clarendon, R. V",,,"""References to the charts"" (p. lii-liv) lists 4 charts, not found in this copy",,Finance---Ireland---History
nyp.33433079416610,012312578,v. 2,Elements of chemistry. By M. I. A. Chaptal...Translated from the French. In three volumes.,"Printed for G. G. J. and J. Robinson, M.DCC.XCI-",1791,enk,BK,nypl,google,"Chaptal, Jean-Antoine-Claude, comte de Chanteloup, 1756-1832",1791,Elements of chemistry.By M. I. A. Chaptal...Translated from the French. In three volumes,"London,Printed for G. G. J. and J. Robinson,M.DCC.XCI",v.21 1/2 cm,"Chaptal, Jean-Antoine-Claude,comte de Chanteloup,1756-1832","Nicholson, William,1753-1815.trl",,,,Chemistry
mdp.39015035938896,000869779,,"Maps, plans, views and coins, illustrative of the Travels of Anacharsis the Younger in Greece, during the middle of the fourth century before the Christian aera. [Preceded by critical observations by Jean Denis BarbiÃ© du Bocage]","G. G. J. and J. Robinson, 1791.",1791,enk,BK,umich,google,"BarthÃ©lemy, J.-J. 1716-1795",1791,"Maps, plans, views and coins,illustrative of the Travels of Anacharsis the Younger in Greece, during the middle of the fourth century before the Christian aera.[Preceded by critical observations by Jean Denis BarbiÃ© du Bocage]","London,G. G. J. and J. Robinson,1791","51 p.31 double pl. (maps, plans)29 cm","BarthÃ©lemy, J.-J.(Jean-Jacques),1716-1795","BarbiÃ© du Bocage, Jean Denis,1760-1825._Beaumont, William,tr._BarthÃ©lemy, J.-J.(Jean-Jacques),1716-1795.Travels of Anacharsis the younger in Greece",,,,Greece---Social life and customs_Greece---Maps._Greece---Antiquities._Greece---Civilization
